year,week,day,team,opp,q1,q2,q3,final
2017,16,1224,buf,nwe,3,10,3,16
2017,16,1224,nwe,buf,0,13,10,37
2017,16,1224,atl,nor,0,0,3,13
2017,16,1224,nor,atl,3,10,7,23
2017,16,1224,mia,kan,3,10,0,13
2017,16,1224,kan,mia,3,17,3,29
2017,16,1224,det,cin,7,0,3,17
2017,16,1224,cin,det,0,6,7,26
2017,16,1224,cle,chi,0,3,0,3
2017,16,1224,chi,cle,6,0,14,20
2017,16,1224,jax,sfo,0,16,3,33
2017,16,1224,sfo,jax,10,6,7,44
2017,16,1224,sea,dal,0,7,7,21
2017,16,1224,dal,sea,0,9,3,12
2017,16,1224,nyg,crd,0,0,0,0
2017,16,1224,crd,nyg,3,7,6,23
2017,16,1225,pit,htx,10,10,7,34
2017,16,1225,htx,pit,0,0,0,6
2017,16,1225,rai,phi,0,7,3,10
2017,16,1225,phi,rai,7,0,3,19
2017,17,1231,htx,clt,3,10,0,13
2017,17,1231,clt,htx,0,7,7,22
2017,17,1231,cle,pit,0,14,10,24
2017,17,1231,pit,cle,7,14,7,28
2017,17,1231,dal,phi,0,0,0,6
2017,17,1231,phi,dal,0,0,0,0
2017,17,1231,was,nyg,7,3,0,10
2017,17,1231,nyg,was,15,0,0,18
2017,17,1231,nyj,nwe,3,0,0,6
2017,17,1231,nwe,nyj,7,14,3,26
2017,17,1231,chi,min,0,7,0,10
2017,17,1231,min,chi,7,9,7,23
2017,17,1231,gnb,det,3,0,0,11
2017,17,1231,det,gnb,3,17,7,35
2017,17,1231,kan,den,7,7,10,27
2017,17,1231,den,kan,3,7,0,24
2017,17,1231,car,atl,0,7,0,10
2017,17,1231,atl,car,7,0,6,22
2017,17,1231,nor,tam,14,0,3,24
2017,17,1231,tam,nor,7,6,0,31
2017,17,1231,crd,sea,10,10,3,26
2017,17,1231,sea,crd,7,0,7,24
2017,17,1231,rai,sdg,0,10,0,10
2017,17,1231,sdg,rai,0,20,10,30
2017,17,1231,cin,rav,7,10,7,31
2017,17,1231,rav,cin,0,10,7,27
2017,17,1231,sfo,ram,10,10,7,34
2017,17,1231,ram,sfo,3,3,0,13
2017,17,1231,jax,oti,0,3,0,10
2017,17,1231,oti,jax,0,12,3,15
2017,17,1231,buf,mia,7,3,9,22
2017,17,1231,mia,buf,0,0,3,16
2018,18,0106,oti,kan,0,3,7,22
2018,18,0106,kan,oti,14,7,0,21
2018,18,0106,atl,ram,6,7,6,26
2018,18,0106,ram,atl,0,10,0,13
2018,18,0107,buf,jax,0,3,0,3
2018,18,0107,jax,buf,0,3,7,10
2018,18,0107,car,nor,0,9,3,26
2018,18,0107,nor,car,7,14,3,31
2018,19,0113,atl,phi,3,7,0,10
2018,19,0113,phi,atl,0,9,3,15
2018,19,0113,oti,nwe,7,0,0,14
2018,19,0113,nwe,oti,0,21,7,35
2018,19,0114,jax,pit,14,14,0,45
2018,19,0114,pit,jax,0,14,7,42
2018,19,0114,nor,min,0,0,7,24
2018,19,0114,min,nor,10,7,0,29
2018,20,0121,jax,nwe,0,14,3,20
2018,20,0121,nwe,jax,3,7,0,24
2018,20,0121,min,phi,7,0,0,7
2018,20,0121,phi,min,7,17,7,38
2018,21,0204,phi,nwe,9,13,7,41
2018,21,0204,nwe,phi,3,9,14,33
2018,1,0906,atl,phi,3,3,0,12
2018,1,0906,phi,atl,0,3,7,18
2018,1,0909,pit,cle,0,7,14,21
2018,1,0909,cle,pit,0,0,7,21
2018,1,0909,buf,rav,0,0,3,3
2018,1,0909,rav,buf,14,12,14,47
2018,1,0909,jax,nyg,3,10,0,20
2018,1,0909,nyg,jax,3,3,3,15
2018,1,0909,htx,nwe,3,3,7,20
2018,1,0909,nwe,htx,7,14,3,27
2018,1,0909,tam,nor,14,17,10,48
2018,1,0909,nor,tam,10,14,0,40
2018,1,0909,sfo,min,0,3,10,16
2018,1,0909,min,sfo,3,7,14,24
2018,1,0909,oti,mia,3,0,0,20
2018,1,0909,mia,oti,0,7,3,27
2018,1,0909,cin,clt,3,7,7,34
2018,1,0909,clt,cin,3,13,7,23
2018,1,0909,kan,sdg,14,3,14,38
2018,1,0909,sdg,kan,6,6,0,28
2018,1,0909,dal,car,0,0,0,8
2018,1,0909,car,dal,0,10,0,16
2018,1,0909,sea,den,7,3,7,24
2018,1,0909,den,sea,7,10,3,27
2018,1,0909,was,crd,0,21,0,24
2018,1,0909,crd,was,0,0,0,6
2018,1,0909,chi,gnb,7,10,3,23
2018,1,0909,gnb,chi,0,0,3,24
2018,1,0910,nyj,det,7,10,31,48
2018,1,0910,det,nyj,7,3,7,17
2018,1,0910,ram,rai,7,3,10,33
2018,1,0910,rai,ram,7,6,0,13
2018,2,0913,rav,cin,0,14,3,23
2018,2,0913,cin,rav,14,14,0,34
2018,2,0916,sdg,buf,14,14,0,31
2018,2,0916,buf,sdg,0,6,7,20
2018,2,0916,car,atl,3,7,0,24
2018,2,0916,atl,car,3,14,7,31
2018,2,0916,clt,was,7,7,0,21
2018,2,0916,was,clt,0,3,3,9
2018,2,0916,phi,tam,0,7,7,21
2018,2,0916,tam,phi,7,13,7,27
2018,2,0916,kan,pit,21,0,14,42
2018,2,0916,pit,kan,0,21,7,37
2018,2,0916,htx,oti,0,7,3,17
2018,2,0916,oti,htx,14,0,0,20
2018,2,0916,mia,nyj,7,13,0,20
2018,2,0916,nyj,mia,0,0,6,12
2018,2,0916,cle,nor,3,3,6,18
2018,2,0916,nor,cle,3,0,0,21
2018,2,0916,min,gnb,7,0,0,29
2018,2,0916,gnb,min,7,10,3,29
2018,2,0916,det,sfo,7,3,3,27
2018,2,0916,sfo,det,3,10,14,30
2018,2,0916,crd,ram,0,0,0,0
2018,2,0916,ram,crd,0,19,8,34
2018,2,0916,nwe,jax,0,3,7,20
2018,2,0916,jax,nwe,14,7,3,31
2018,2,0916,rai,den,3,9,7,19
2018,2,0916,den,rai,0,0,10,20
2018,2,0916,nyg,dal,0,0,3,13
2018,2,0916,dal,nyg,10,0,3,20
2018,2,0917,sea,chi,0,3,0,17
2018,2,0917,chi,sea,7,3,0,24
2018,3,0920,nyj,cle,0,14,0,17
2018,3,0920,cle,nyj,0,3,11,21
2018,3,0923,cin,car,7,7,7,21
2018,3,0923,car,cin,7,14,7,31
2018,3,0923,nor,atl,7,9,7,43
2018,3,0923,atl,nor,7,7,7,37
2018,3,0923,gnb,was,0,10,7,17
2018,3,0923,was,gnb,14,14,0,31
2018,3,0923,den,rav,14,0,0,14
2018,3,0923,rav,den,10,10,7,27
2018,3,0923,clt,phi,7,0,6,16
2018,3,0923,phi,clt,7,3,3,20
2018,3,0923,buf,min,17,10,0,27
2018,3,0923,min,buf,0,0,0,6
2018,3,0923,rai,mia,7,3,7,20
2018,3,0923,mia,rai,0,7,7,28
2018,3,0923,sfo,kan,0,10,14,27
2018,3,0923,kan,sfo,14,21,0,38
2018,3,0923,oti,jax,3,0,3,9
2018,3,0923,jax,oti,0,3,0,6
2018,3,0923,nyg,htx,7,13,0,27
2018,3,0923,htx,nyg,3,3,3,22
2018,3,0923,sdg,ram,6,7,7,23
2018,3,0923,ram,sdg,14,7,14,35
2018,3,0923,dal,sea,0,3,3,13
2018,3,0923,sea,dal,0,17,0,24
2018,3,0923,chi,crd,0,3,10,16
2018,3,0923,crd,chi,14,0,0,14
2018,3,0923,nwe,det,0,3,7,10
2018,3,0923,det,nwe,3,10,7,26
2018,3,0924,pit,tam,6,24,0,30
2018,3,0924,tam,pit,7,3,3,27
2018,4,0927,min,ram,7,13,8,31
2018,4,0927,ram,min,7,21,10,38
2018,4,0930,tam,chi,0,3,0,10
2018,4,0930,chi,tam,14,24,7,48
2018,4,0930,cin,atl,14,14,0,37
2018,4,0930,atl,cin,7,17,3,36
2018,4,0930,phi,oti,0,10,7,23
2018,4,0930,oti,phi,3,0,7,26
2018,4,0930,mia,nwe,0,0,0,7
2018,4,0930,nwe,mia,3,21,7,38
2018,4,0930,nyj,jax,0,0,3,12
2018,4,0930,jax,nyj,3,13,9,31
2018,4,0930,buf,gnb,0,0,0,0
2018,4,0930,gnb,buf,6,10,3,22
2018,4,0930,det,dal,7,3,0,24
2018,4,0930,dal,det,3,10,7,26
2018,4,0930,htx,clt,14,7,7,37
2018,4,0930,clt,htx,7,3,7,34
2018,4,0930,cle,rai,3,14,11,42
2018,4,0930,rai,cle,7,7,7,45
2018,4,0930,sea,crd,7,0,10,20
2018,4,0930,crd,sea,0,10,0,17
2018,4,0930,sfo,sdg,14,3,7,27
2018,4,0930,sdg,sfo,6,11,9,29
2018,4,0930,nor,nyg,0,12,7,33
2018,4,0930,nyg,nor,7,0,3,18
2018,4,0930,rav,pit,14,0,3,26
2018,4,0930,pit,rav,0,14,0,14
2018,4,1001,kan,den,3,7,3,27
2018,4,1001,den,kan,3,10,7,23
2018,5,1004,clt,nwe,0,3,7,24
2018,5,1004,nwe,clt,7,17,0,38
2018,5,1007,nyg,car,3,10,3,31
2018,5,1007,car,nyg,7,13,0,33
2018,5,1007,oti,buf,3,3,0,12
2018,5,1007,buf,oti,7,0,3,13
2018,5,1007,atl,pit,0,10,0,17
2018,5,1007,pit,atl,13,0,14,41
2018,5,1007,den,nyj,7,3,0,16
2018,5,1007,nyj,den,0,21,3,34
2018,5,1007,jax,kan,0,0,7,14
2018,5,1007,kan,jax,7,13,3,30
2018,5,1007,gnb,det,0,0,14,23
2018,5,1007,det,gnb,14,10,0,31
2018,5,1007,rav,cle,3,0,3,9
2018,5,1007,cle,rav,0,6,3,12
2018,5,1007,mia,cin,0,14,3,17
2018,5,1007,cin,mia,0,0,3,27
2018,5,1007,rai,sdg,0,3,0,10
2018,5,1007,sdg,rai,3,14,3,26
2018,5,1007,crd,sfo,7,7,0,28
2018,5,1007,sfo,crd,6,0,0,18
2018,5,1007,ram,sea,7,10,7,33
2018,5,1007,sea,ram,7,10,14,31
2018,5,1007,min,phi,3,14,3,23
2018,5,1007,phi,min,0,3,3,21
2018,5,1007,dal,htx,6,0,7,16
2018,5,1007,htx,dal,0,10,3,19
2018,5,1008,was,nor,3,10,0,19
2018,5,1008,nor,was,6,20,14,43
2018,6,1011,phi,nyg,14,10,7,34
2018,6,1011,nyg,phi,3,3,7,13
2018,6,1014,pit,cin,0,14,3,28
2018,6,1014,cin,pit,7,7,0,21
2018,6,1014,tam,atl,6,7,3,29
2018,6,1014,atl,tam,7,17,0,34
2018,6,1014,car,was,0,6,3,17
2018,6,1014,was,car,14,3,0,23
2018,6,1014,sea,rai,7,10,3,27
2018,6,1014,rai,sea,0,0,0,3
2018,6,1014,clt,nyj,7,6,7,34
2018,6,1014,nyj,clt,10,13,10,42
2018,6,1014,crd,min,3,7,0,17
2018,6,1014,min,crd,10,3,14,27
2018,6,1014,chi,mia,0,0,21,28
2018,6,1014,mia,chi,7,0,6,31
2018,6,1014,buf,htx,0,0,6,13
2018,6,1014,htx,buf,7,3,0,20
2018,6,1014,sdg,cle,7,14,14,38
2018,6,1014,cle,sdg,0,6,0,14
2018,6,1014,ram,den,6,7,7,23
2018,6,1014,den,ram,3,0,7,20
2018,6,1014,rav,oti,7,7,7,21
2018,6,1014,oti,rav,0,0,0,0
2018,6,1014,jax,dal,0,0,7,7
2018,6,1014,dal,jax,10,14,6,40
2018,6,1014,kan,nwe,6,3,17,40
2018,6,1014,nwe,kan,10,14,3,43
2018,6,1015,sfo,gnb,14,10,3,30
2018,6,1015,gnb,sfo,17,3,3,33
2018,7,1018,den,crd,21,14,7,45
2018,7,1018,crd,den,3,0,7,10
2018,7,1021,oti,sdg,3,3,7,19
2018,7,1021,sdg,oti,10,0,7,20
2018,7,1021,buf,clt,0,0,5,5
2018,7,1021,clt,buf,0,24,0,37
2018,7,1021,nwe,chi,7,14,10,38
2018,7,1021,chi,nwe,10,7,7,31
2018,7,1021,cle,tam,2,0,7,23
2018,7,1021,tam,cle,3,13,7,26
2018,7,1021,car,phi,0,0,0,21
2018,7,1021,phi,car,0,10,7,17
2018,7,1021,min,nyj,7,3,10,37
2018,7,1021,nyj,min,7,0,3,17
2018,7,1021,det,mia,7,10,9,32
2018,7,1021,mia,det,0,7,7,21
2018,7,1021,htx,jax,6,7,7,20
2018,7,1021,jax,htx,0,0,7,7
2018,7,1021,nor,rav,0,7,0,24
2018,7,1021,rav,nor,0,10,7,23
2018,7,1021,dal,was,0,7,0,17
2018,7,1021,was,dal,7,0,3,20
2018,7,1021,ram,sfo,3,19,10,39
2018,7,1021,sfo,ram,0,7,3,10
2018,7,1021,cin,kan,0,7,3,10
2018,7,1021,kan,cin,7,17,14,45
2018,7,1022,nyg,atl,0,3,3,20
2018,7,1022,atl,nyg,0,10,0,23
2018,8,1025,mia,htx,7,3,10,23
2018,8,1025,htx,mia,7,7,14,42
2018,8,1028,phi,jax,0,10,7,24
2018,8,1028,jax,phi,3,3,6,18
2018,8,1028,nyj,chi,0,3,0,10
2018,8,1028,chi,nyj,7,0,7,24
2018,8,1028,rav,car,7,0,7,21
2018,8,1028,car,rav,7,17,3,36
2018,8,1028,cle,pit,6,0,6,18
2018,8,1028,pit,cle,0,14,9,33
2018,8,1028,was,nyg,7,0,3,20
2018,8,1028,nyg,was,0,3,0,13
2018,8,1028,den,kan,7,7,0,23
2018,8,1028,kan,den,3,13,14,30
2018,8,1028,sea,det,0,21,0,28
2018,8,1028,det,sea,7,0,0,14
2018,8,1028,tam,cin,0,9,7,34
2018,8,1028,cin,tam,7,20,7,37
2018,8,1028,clt,rai,10,3,8,42
2018,8,1028,rai,clt,0,14,14,28
2018,8,1028,gnb,ram,7,3,10,27
2018,8,1028,ram,gnb,0,8,15,29
2018,8,1028,sfo,crd,2,3,7,15
2018,8,1028,crd,sfo,0,3,0,18
2018,8,1028,nor,min,7,10,10,30
2018,8,1028,min,nor,7,6,0,20
2018,8,1029,nwe,buf,3,6,3,25
2018,8,1029,buf,nwe,0,3,3,6
2018,9,1101,rai,sfo,3,0,0,3
2018,9,1101,sfo,rai,7,10,14,34
2018,9,1104,tam,car,0,14,7,28
2018,9,1104,car,tam,14,21,0,42
2018,9,1104,chi,buf,0,28,3,41
2018,9,1104,buf,chi,0,0,3,9
2018,9,1104,atl,was,7,14,7,38
2018,9,1104,was,atl,0,7,7,14
2018,9,1104,pit,rav,7,7,6,23
2018,9,1104,rav,pit,3,3,7,16
2018,9,1104,det,min,0,6,0,9
2018,9,1104,min,det,7,10,0,24
2018,9,1104,nyj,mia,0,3,0,6
2018,9,1104,mia,nyj,0,6,0,13
2018,9,1104,kan,cle,7,14,13,37
2018,9,1104,cle,kan,3,12,0,21
2018,9,1104,sdg,sea,6,13,0,25
2018,9,1104,sea,sdg,7,3,0,17
2018,9,1104,htx,den,7,9,0,19
2018,9,1104,den,htx,3,7,7,17
2018,9,1104,ram,nor,7,10,10,35
2018,9,1104,nor,ram,14,21,0,45
2018,9,1104,gnb,nwe,3,7,7,17
2018,9,1104,nwe,gnb,7,10,0,31
2018,9,1105,oti,dal,0,14,7,28
2018,9,1105,dal,oti,7,7,0,14
2018,10,1108,car,pit,7,7,0,21
2018,10,1108,pit,car,21,10,14,52
2018,10,1111,nor,cin,7,28,10,51
2018,10,1111,cin,nor,7,0,0,14
2018,10,1111,det,chi,0,7,3,22
2018,10,1111,chi,det,13,13,8,34
2018,10,1111,was,tam,3,3,0,16
2018,10,1111,tam,was,0,3,0,3
2018,10,1111,nwe,oti,3,7,0,10
2018,10,1111,oti,nwe,17,7,3,34
2018,10,1111,buf,nyj,14,17,7,41
2018,10,1111,nyj,buf,0,3,7,10
2018,10,1111,crd,kan,7,0,7,14
2018,10,1111,kan,crd,10,10,0,26
2018,10,1111,jax,clt,7,9,7,26
2018,10,1111,clt,jax,14,15,0,29
2018,10,1111,atl,cle,0,10,0,16
2018,10,1111,cle,atl,7,7,14,28
2018,10,1111,sdg,rai,0,10,7,20
2018,10,1111,rai,sdg,3,0,0,6
2018,10,1111,sea,ram,14,0,7,31
2018,10,1111,ram,sea,7,10,3,36
2018,10,1111,mia,gnb,3,6,3,12
2018,10,1111,gnb,mia,7,7,14,31
2018,10,1111,dal,phi,3,10,0,27
2018,10,1111,phi,dal,0,3,10,20
2018,10,1112,nyg,sfo,7,3,10,27
2018,10,1112,sfo,nyg,3,10,7,23
2018,11,1115,gnb,sea,14,7,0,24
2018,11,1115,sea,gnb,3,14,0,27
2018,11,1118,dal,atl,3,0,3,22
2018,11,1118,atl,dal,0,6,3,19
2018,11,1118,htx,was,10,7,3,23
2018,11,1118,was,htx,0,7,7,21
2018,11,1118,cin,rav,0,7,14,21
2018,11,1118,rav,cin,7,6,8,24
2018,11,1118,tam,nyg,0,7,7,35
2018,11,1118,nyg,tam,7,7,10,38
2018,11,1118,pit,jax,0,0,6,20
2018,11,1118,jax,pit,0,9,7,16
2018,11,1118,car,det,7,0,0,19
2018,11,1118,det,car,7,3,3,20
2018,11,1118,oti,clt,0,3,0,10
2018,11,1118,clt,oti,7,17,7,38
2018,11,1118,den,sdg,0,7,7,23
2018,11,1118,sdg,den,6,7,6,22
2018,11,1118,rai,crd,7,7,6,23
2018,11,1118,crd,rai,14,0,0,21
2018,11,1118,phi,nor,0,7,0,7
2018,11,1118,nor,phi,10,14,14,48
2018,11,1118,min,chi,0,0,3,20
2018,11,1118,chi,min,3,11,0,25
2018,11,1119,kan,ram,7,16,7,51
2018,11,1119,ram,kan,13,10,17,54
2018,12,1122,chi,det,0,9,0,23
2018,12,1122,det,chi,0,7,6,16
2018,12,1122,was,dal,0,7,6,23
2018,12,1122,dal,was,7,3,14,31
2018,12,1122,atl,nor,3,0,7,17
2018,12,1122,nor,atl,7,10,7,31
2018,12,1125,sfo,tam,0,6,3,9
2018,12,1125,tam,sfo,7,6,7,27
2018,12,1125,rai,rav,7,3,7,17
2018,12,1125,rav,rai,3,10,7,34
2018,12,1125,nyg,phi,9,10,0,22
2018,12,1125,phi,nyg,0,11,3,25
2018,12,1125,nwe,nyj,7,3,10,27
2018,12,1125,nyj,nwe,7,3,3,13
2018,12,1125,cle,cin,14,14,7,35
2018,12,1125,cin,cle,0,7,7,20
2018,12,1125,sea,car,0,10,7,30
2018,12,1125,car,sea,3,10,7,27
2018,12,1125,jax,buf,0,14,0,21
2018,12,1125,buf,jax,14,0,0,24
2018,12,1125,crd,sdg,10,0,0,10
2018,12,1125,sdg,crd,0,28,14,45
2018,12,1125,pit,den,0,10,7,17
2018,12,1125,den,pit,3,7,7,24
2018,12,1125,mia,clt,7,7,3,24
2018,12,1125,clt,mia,7,7,0,27
2018,12,1125,gnb,min,7,7,0,17
2018,12,1125,min,gnb,7,7,10,24
2018,12,1126,oti,htx,10,0,7,17
2018,12,1126,htx,oti,7,17,3,34
2018,13,1129,nor,dal,0,0,10,10
2018,13,1129,dal,nor,10,3,0,13
2018,13,1202,den,cin,0,7,14,24
2018,13,1202,cin,den,0,3,7,10
2018,13,1202,rav,atl,7,3,6,26
2018,13,1202,atl,rav,3,7,0,16
2018,13,1202,car,tam,7,0,10,17
2018,13,1202,tam,car,10,7,7,24
2018,13,1202,chi,nyg,7,7,0,27
2018,13,1202,nyg,chi,7,3,14,30
2018,13,1202,buf,mia,0,6,3,17
2018,13,1202,mia,buf,7,7,0,21
2018,13,1202,clt,jax,0,0,0,0
2018,13,1202,jax,clt,0,3,0,6
2018,13,1202,cle,htx,0,0,7,13
2018,13,1202,htx,cle,10,13,3,29
2018,13,1202,crd,gnb,0,7,10,20
2018,13,1202,gnb,crd,0,10,0,17
2018,13,1202,ram,det,3,10,3,30
2018,13,1202,det,ram,0,3,10,16
2018,13,1202,kan,rai,10,9,14,40
2018,13,1202,rai,kan,0,7,9,33
2018,13,1202,nyj,oti,10,6,6,22
2018,13,1202,oti,nyj,0,6,7,26
2018,13,1202,sfo,sea,0,3,7,16
2018,13,1202,sea,sfo,6,14,7,43
2018,13,1202,min,nwe,0,7,3,10
2018,13,1202,nwe,min,7,3,7,24
2018,13,1202,sdg,pit,7,0,8,33
2018,13,1202,pit,sdg,13,10,0,30
2018,13,1203,was,phi,0,13,0,13
2018,13,1203,phi,was,7,7,0,28
2018,14,1206,jax,oti,2,0,7,9
2018,14,1206,oti,jax,7,9,14,30
2018,14,1209,nyj,buf,3,10,0,27
2018,14,1209,buf,nyj,14,3,3,23
2018,14,1209,nyg,was,7,27,6,40
2018,14,1209,was,nyg,0,0,0,16
2018,14,1209,nor,tam,0,3,8,28
2018,14,1209,tam,nor,7,7,0,14
2018,14,1209,nwe,mia,6,21,0,33
2018,14,1209,mia,nwe,7,14,7,34
2018,14,1209,rav,kan,0,10,7,24
2018,14,1209,kan,rav,7,10,0,27
2018,14,1209,clt,htx,0,17,7,24
2018,14,1209,htx,clt,7,0,7,21
2018,14,1209,atl,gnb,7,0,0,20
2018,14,1209,gnb,atl,7,13,14,34
2018,14,1209,car,cle,7,10,3,20
2018,14,1209,cle,car,7,10,0,26
2018,14,1209,den,sfo,0,0,7,14
2018,14,1209,sfo,den,3,17,0,20
2018,14,1209,cin,sdg,3,9,0,21
2018,14,1209,sdg,cin,7,10,3,26
2018,14,1209,pit,rai,0,14,0,21
2018,14,1209,rai,pit,7,3,0,24
2018,14,1209,phi,dal,0,0,6,23
2018,14,1209,dal,phi,3,3,3,29
2018,14,1209,det,crd,0,3,7,17
2018,14,1209,crd,det,0,0,0,3
2018,14,1209,ram,chi,3,3,0,6
2018,14,1209,chi,ram,3,3,9,15
2018,14,1210,min,sea,0,0,0,7
2018,14,1210,sea,min,0,3,0,21
2018,15,1213,sdg,kan,0,7,7,29
2018,15,1213,kan,sdg,14,0,7,28
2018,15,1215,htx,nyj,3,13,0,29
2018,15,1215,nyj,htx,3,6,6,22
2018,15,1215,cle,den,7,3,0,17
2018,15,1215,den,cle,7,3,3,16
2018,15,1216,tam,rav,0,9,3,12
2018,15,1216,rav,tam,0,10,7,20
2018,15,1216,oti,nyg,7,0,7,17
2018,15,1216,nyg,oti,0,0,0,0
2018,15,1216,mia,min,0,10,7,17
2018,15,1216,min,mia,21,0,3,41
2018,15,1216,was,jax,3,0,3,16
2018,15,1216,jax,was,0,10,0,13
2018,15,1216,dal,clt,0,0,0,0
2018,15,1216,clt,dal,7,3,10,23
2018,15,1216,rai,cin,0,7,6,16
2018,15,1216,cin,rai,7,13,0,30
2018,15,1216,gnb,chi,0,3,11,17
2018,15,1216,chi,gnb,7,7,0,24
2018,15,1216,det,buf,0,13,0,13
2018,15,1216,buf,det,0,7,0,14
2018,15,1216,crd,atl,7,0,0,14
2018,15,1216,atl,crd,10,16,7,40
2018,15,1216,sea,sfo,6,7,0,23
2018,15,1216,sfo,sea,7,10,3,26
2018,15,1216,nwe,pit,7,0,3,10
2018,15,1216,pit,nwe,7,7,0,17
2018,15,1216,phi,ram,3,10,17,30
2018,15,1216,ram,phi,7,6,0,23
2018,15,1217,nor,car,3,3,0,12
2018,15,1217,car,nor,7,0,0,9
2018,16,1222,was,oti,3,7,3,16
2018,16,1222,oti,was,6,3,0,25
2018,16,1222,rav,sdg,3,3,10,22
2018,16,1222,sdg,rav,0,3,7,10
2018,16,1223,atl,car,7,3,14,24
2018,16,1223,car,atl,7,3,0,10
2018,16,1223,htx,phi,0,16,0,30
2018,16,1223,phi,htx,7,6,10,32
2018,16,1223,gnb,nyj,0,17,3,44
2018,16,1223,nyj,gnb,7,14,14,38
2018,16,1223,buf,nwe,0,0,6,12
2018,16,1223,nwe,buf,7,7,7,24
2018,16,1223,jax,mia,7,0,0,17
2018,16,1223,mia,jax,7,0,0,7
2018,16,1223,min,det,0,14,3,27
2018,16,1223,det,min,3,6,0,9
2018,16,1223,tam,dal,3,10,0,20
2018,16,1223,dal,tam,14,3,10,27
2018,16,1223,nyg,clt,14,3,7,27
2018,16,1223,clt,nyg,0,7,14,28
2018,16,1223,cin,cle,0,0,0,18
2018,16,1223,cle,cin,0,16,7,26
2018,16,1223,chi,sfo,0,7,7,14
2018,16,1223,sfo,chi,0,9,0,9
2018,16,1223,ram,crd,7,14,3,31
2018,16,1223,crd,ram,3,6,0,9
2018,16,1223,pit,nor,3,11,14,28
2018,16,1223,nor,pit,7,10,7,31
2018,16,1223,kan,sea,3,7,7,31
2018,16,1223,sea,kan,7,7,10,38
2018,16,1224,den,rai,0,0,7,14
2018,16,1224,rai,den,7,10,0,27
2018,17,1230,det,gnb,7,14,3,31
2018,17,1230,gnb,det,0,0,0,0
2018,17,1230,mia,buf,0,14,3,17
2018,17,1230,buf,mia,14,0,14,42
2018,17,1230,atl,tam,0,7,17,34
2018,17,1230,tam,atl,7,10,3,32
2018,17,1230,dal,nyg,0,14,7,36
2018,17,1230,nyg,dal,0,7,11,35
2018,17,1230,nyj,nwe,3,0,0,3
2018,17,1230,nwe,nyj,7,14,7,38
2018,17,1230,car,nor,13,10,7,33
2018,17,1230,nor,car,0,0,0,14
2018,17,1230,jax,htx,3,0,0,3
2018,17,1230,htx,jax,3,14,0,20
2018,17,1230,sdg,den,0,7,7,23
2018,17,1230,den,sdg,0,3,0,9
2018,17,1230,phi,was,3,7,7,24
2018,17,1230,was,phi,0,0,0,0
2018,17,1230,crd,sea,3,10,8,24
2018,17,1230,sea,crd,7,7,7,27
2018,17,1230,cle,rav,7,0,7,24
2018,17,1230,rav,cle,10,10,3,26
2018,17,1230,sfo,ram,3,7,7,32
2018,17,1230,ram,sfo,14,17,14,48
2018,17,1230,cin,pit,0,10,0,13
2018,17,1230,pit,cin,0,3,7,16
2018,17,1230,chi,min,7,6,0,24
2018,17,1230,min,chi,0,3,7,10
2018,17,1230,rai,kan,0,3,0,3
2018,17,1230,kan,rai,14,7,7,35
2018,17,1230,clt,oti,7,10,7,33
2018,17,1230,oti,clt,0,10,7,17
2019,18,0105,clt,htx,14,7,0,21
2019,18,0105,htx,clt,0,0,0,7
2019,18,0105,sea,dal,0,6,8,22
2019,18,0105,dal,sea,3,7,0,24
2019,18,0106,sdg,rav,6,6,0,23
2019,18,0106,rav,sdg,0,0,3,17
2019,18,0106,phi,chi,3,0,7,16
2019,18,0106,chi,phi,0,6,0,15
2019,19,0112,clt,kan,0,7,0,13
2019,19,0112,kan,clt,14,10,0,31
2019,19,0112,dal,ram,7,0,8,22
2019,19,0112,ram,dal,3,17,3,30
2019,19,0113,sdg,nwe,7,0,7,28
2019,19,0113,nwe,sdg,14,21,3,41
2019,19,0113,phi,nor,14,0,0,14
2019,19,0113,nor,phi,0,10,7,20
2019,20,0120,ram,nor,0,10,7,26
2019,20,0120,nor,ram,13,0,7,23
2019,20,0120,nwe,kan,7,7,3,37
2019,20,0120,kan,nwe,0,0,7,31
2019,21,0203,ram,nwe,0,0,3,3
2019,21,0203,nwe,ram,0,3,0,13
2019,1,0905,gnb,chi,0,7,0,10
2019,1,0905,chi,gnb,3,0,0,3
2019,1,0908,oti,cle,3,9,10,43
2019,1,0908,cle,oti,6,0,7,13
2019,1,0908,ram,car,0,13,10,30
2019,1,0908,car,ram,0,3,10,27
2019,1,0908,was,phi,10,10,0,27
2019,1,0908,phi,was,0,7,14,32
2019,1,0908,buf,nyj,0,0,3,17
2019,1,0908,nyj,buf,6,0,10,16
2019,1,0908,atl,min,0,0,0,12
2019,1,0908,min,atl,14,7,7,28
2019,1,0908,rav,mia,21,21,10,59
2019,1,0908,mia,rav,0,10,0,10
2019,1,0908,kan,jax,17,6,7,40
2019,1,0908,jax,kan,7,6,0,26
2019,1,0908,cin,sea,3,14,0,20
2019,1,0908,sea,cin,0,14,0,21
2019,1,0908,clt,sdg,0,6,10,24
2019,1,0908,sdg,clt,7,10,7,30
2019,1,0908,sfo,tam,3,3,14,31
2019,1,0908,tam,sfo,0,7,7,17
2019,1,0908,nyg,dal,7,0,3,17
2019,1,0908,dal,nyg,7,14,14,35
2019,1,0908,det,crd,0,17,0,27
